City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
243,ostrovnoy,68.0531,39.5131,1.82,85,57,8.11,RU,1667517091
244,drumheller,51.4617,-112.7101,-5.37,73,26,4.12,CA,1667516281
245,verkhoyansk,67.5447,133.385,-14.31,97,100,0.84,RU,1667517091
246,lahaina,20.8783,-156.6825,34.0,72,7,3.93,US,1667516795
247,mananjary,-21.2167,48.3333,21.09,90,100,2.68,MG,1667517092
248,hofn,64.2539,-15.2082,6.95,72,100,6.26,IS,1667517093
249,launceston,-41.45,147.1667,15.9,59,4,4.63,AU,1667517093
250,ambulu,-8.345,113.6058,25.14,90,96,0.91,ID,1667517094
251,kovdor,67.5662,30.4758,0.73,94,100,2.44,RU,1667517094
252,eyl,7.9803,49.8164,25.23,80,22,0.91,SO,1667517095
253,le lorrain,14.8329,-61.0567,26.97,90,15,4.69,MQ,1667517095
254,avera,33.194,-82.5271,20.03,55,0,3.28,US,1667517096
255,boguchany,58.3814,97.4531,-2.72,98,100,1.01,RU,1667517096
256,egvekinot,66.3167,-179.1667,-16.41,81,99,1.59,RU,1667517097
257,pak phanang,8.3511,100.202,25.03,87,97,1.28,TH,1667516951
258,taltal,-25.4,-70.4833,17.26,70,22,2.27,CL,1667517020
259,richards bay,-28.783,32.0377,21.57,92,100,4.08,ZA,1667517098
260,yagodnoye,62.55,149.6667,-16.96,91,100,0.25,RU,1667517099
261,bilma,18.6853,12.9164,20.97,22,92,2.87,NE,1667517099
262,yeniseysk,58.4497,92.1703,-1.2,99,100,1.29,RU,1667517099
263,darovskoy,58.77,47.9564,-0.43,93,100,2.35,RU,1667517100
264,xining,36.6167,101.7667,1.04,83,18,0.23,CN,1667517101
265,mizdah,31.4451,12.9801,14.87,60,0,2.34,LY,1667517101
266,juba,4.8517,31.5825,21.6,81,66,1.24,SS,1667517101
267,mahebourg,-20.4081,57.7,22.92,80,61,3.24,MU,1667517102
268,geraldton,-28.7667,114.6,17.23,94,40,3.09,AU,1667517102
269,wakefield,53.6809,-1.499,8.11,89,24,1.78,GB,1667517068
270,elko,41.0002,-115.5012,1.52,47,27,5.81,US,1667517103
271,portland,45.5234,-122.6762,9.94,82,100,3.09,US,1667516912
272,conakry,9.538,-13.6773,27.7,74,100,1.44,GN,1667516975
273,itajuba,-22.4256,-45.4528,14.86,74,93,1.79,BR,1667517104
274,kabanga,-2.6386,30.4678,15.33,97,100,0.77,TZ,1667516957
275,merauke,-8.4667,140.3333,28.05,74,97,2.62,ID,1667517105
276,nalut,30.3333,10.85,16.65,31,3,1.73,LY,1667517106
277,new ulm,44.3125,-94.4605,20.24,64,0,6.17,US,1667516978
278,west plains,36.7281,-91.8524,22.46,63,100,5.14,US,1667517106
279,maridi,4.9158,29.4742,19.15,94,99,0.92,SS,1667517107
280,terrace bay,48.7834,-87.1,7.05,93,33,2.92,CA,1667517107
281,heide,54.2,9.1,11.03,73,100,6.25,DE,1667517107
282,wamba,8.9333,8.6,24.5,59,99,1.27,NG,1667517108
283,ponta delgada,37.7333,-25.6667,21.39,94,75,4.12,PT,1667517108
284,cherskiy,68.75,161.3,-29.32,94,8,2.32,RU,1667517109
285,havoysund,70.9963,24.6622,6.13,90,99,5.17,NO,1667517109
286,khorramshahr,30.4397,48.1664,13.97,27,0,3.78,IR,1667517110
287,marsa matruh,31.3525,27.2453,19.77,65,0,1.95,EG,1667517110
288,garmsar,35.2182,52.3409,15.31,41,0,2.83,IR,1667517111
289,baruun-urt,46.6806,113.2792,-7.57,59,4,4.07,MN,1667517111
290,luwuk,-0.9516,122.7875,27.01,83,100,0.26,ID,1667517112
291,vestmanna,62.1564,-7.1664,6.51,100,100,8.23,FO,1667517112
292,suez,29.9737,32.5263,20.13,71,36,3.87,EG,1667517112
293,aasiaat,68.7098,-52.8699,-13.04,71,100,2.65,GL,1667517113
294,rubtsovsk,51.5,81.25,1.28,88,43,1.69,RU,1667517113
295,sawakin,19.1059,37.3321,27.09,63,69,2.78,SD,1667517114
296,ploemeur,47.7333,-3.4333,12.19,85,75,8.75,FR,1667517114
297,milkovo,54.7167,158.6167,-3.75,92,100,1.79,RU,1667517114
298,kaitangata,-46.2817,169.8464,11.19,71,65,5.49,NZ,1667517115
299,necochea,-38.5473,-58.7368,14.58,53,0,8.25,AR,1667516564
300,sundargarh,22.1167,84.0333,17.24,66,0,1.32,IN,1667517116
301,hobyo,5.3505,48.5268,26.47,71,9,3.02,SO,1667517116
302,auki,-8.7676,160.7034,29.26,69,57,0.33,SB,1667517117
303,oriximina,-1.7656,-55.8661,25.9,74,100,2.01,BR,1667517117
304,pokrovka,42.3414,78.0056,6.44,52,100,2.64,KG,1667517118
305,mandiana,10.6333,-8.6833,24.55,35,44,1.57,GN,1667517118
306,los llanos de aridane,28.6585,-17.9182,19.86,77,100,3.6,ES,1667517119
307,caravelas,-17.7125,-39.2481,20.66,89,100,8.61,BR,1667517119
308,dikson,73.5069,80.5464,-4.44,87,100,2.33,RU,1667517120
309,dehloran,32.6941,47.2679,19.77,34,0,2.2,IR,1667517121
310,mbaiki,3.8678,17.9892,20.66,99,98,0.38,CF,1667517121
311,colon,9.3592,-79.9014,25.76,85,100,2.18,PA,1667517122
312,garowe,8.4054,48.4845,23.39,71,15,4.69,SO,1667517122
313,ancud,-41.8697,-73.8203,13.02,87,14,2.84,CL,1667517123
314,kang,-23.6752,22.7876,20.66,70,97,3.69,BW,1667517124
315,chifeng,42.2683,118.9636,-3.55,43,0,2.96,CN,1667517124
316,lata,40.1629,-8.3327,14.4,95,81,0.29,PT,1667516527
317,kargasok,59.0556,80.8572,-3.8,94,91,2.18,RU,1667517125
318,sobolevo,54.4299,31.8996,4.66,92,100,1.49,RU,1667517125
